time_s,w_center_mm,theta_span_K,theta_layer_01_K,theta_layer_02_K,theta_layer_03_K,theta_layer_04_K,theta_layer_05_K,theta_layer_06_K,theta_layer_07_K,theta_layer_08_K,theta_layer_09_K,theta_layer_10_K
0.0064,-3.17907156809895,3.66838104892757,1.83419052446378,1.5610927894402,1.24540604888413,0.858628477836877,0.343723509439555,-0.343723509439565,-0.858628477836887,-1.24540604888414,-1.56109278944021,-1.83419052446379
0.0065,-3.23371559843824,3.74394418769234,1.87197209384617,1.59324895574349,1.27105954257389,0.876314934601543,0.350803697373709,-0.350803697373719,-0.876314934601552,-1.2710595425739,-1.5932489557435,-1.87197209384617
0.0066,-3.28728983815715,3.81362740589334,1.90681370294666,1.62290290063844,1.29471681816652,0.892625125603153,0.357332942833662,-0.357332942833673,-0.892625125603161,-1.29471681816652,-1.62290290063845,-1.90681370294667
0.0067,-3.339276272423,3.86977862319003,1.93488931159501,1.64679825373045,1.31378001382171,0.905767989878457,0.362594253807386,-0.362594253807397,-0.905767989878466,-1.31378001382172,-1.64679825373046,-1.93488931159502
0.0068,-3.38927284683433,3.91552516151887,1.95776258075943,1.66626585815172,1.3293108473939,0.916475514546071,0.366880657125192,-0.366880657125203,-0.91647551454608,-1.3293108473939,-1.66626585815173,-1.95776258075944
0.00690000000000001,-3.43711553804058,3.9546003779921,1.97730018899605,1.68289445748984,1.34257678414042,0.92562153650891,0.370541964486437,-0.370541964486448,-0.925621536508919,-1.34257678414043,-1.68289445748985,-1.97730018899605
0.00700000000000001,-3.48311449710612,3.98858152123387,1.99429076061693,1.69735525558691,1.35411329596316,0.933575229679735,0.37372596245558,-0.373725962455591,-0.933575229679744,-1.35411329596317,-1.69735525558692,-1.99429076061694
0.00710000000000001,-3.52704800663348,4.02130764202991,2.01065382101495,1.71128197435458,1.36522373085319,0.941235169830398,0.376792366119847,-0.376792366119858,-0.941235169830407,-1.3652237308532,-1.71128197435458,-2.01065382101496
0.00720000000000001,-3.56794433361142,4.05509455528833,2.02754727764416,1.72566011718153,1.37669430208991,0.949143401149595,0.379958164940476,-0.379958164940487,-0.949143401149605,-1.37669430208992,-1.72566011718153,-2.02754727764417
0.00730000000000001,-3.60549679543591,4.08832810868224,2.04416405434112,1.73980277572183,1.38797700905809,0.956922111971381,0.383072114514237,-0.383072114514249,-0.956922111971392,-1.3879770090581,-1.73980277572184,-2.04416405434113
0.00740000000000001,-3.63983510008568,4.11918424148633,2.05959212074316,1.75293371435335,1.39845258777438,0.964144359057532,0.385963302238112,-0.385963302238124,-0.964144359057542,-1.39845258777439,-1.75293371435335,-2.05959212074317
0.00750000000000001,-3.67065982526799,4.1522870087819,2.07614350439094,1.76702071639768,1.40969089319436,0.971892457828102,0.389064997289753,-0.389064997289765,-0.971892457828111,-1.40969089319437,-1.76702071639768,-2.07614350439095
0.00760000000000001,-3.69773468901813,4.18902997958812,2.09451498979406,1.78265682017838,1.42216503846054,0.980492589786525,0.392507775644647,-0.392507775644659,-0.980492589786534,-1.42216503846055,-1.78265682017839,-2.09451498979407
0.00770000000000001,-3.72088941137987,4.22101135710063,2.11050567855031,1.796266610755,1.43302263489736,0.987978213860589,0.395504397633664,-0.395504397633676,-0.987978213860599,-1.43302263489737,-1.79626661075501,-2.11050567855032
